zone_label,n,mean,sd,se,min,max
Light,6,5.74750319121771,0.3816985708887863,0.15582778903784664,5.066946789630613,6.1249387366083
Dark,6,5.429910072837174,0.058038536139998036,0.02369413316017933,5.348953547981164,5.5141048209728325
